"DateTime","DHI","DNI","Temperature","Pressure","Relative.Humidity","Wind.Speed","GHI"
"18-01-2014 02:00",0,0,24,1010,85.15,1.8,0
"31-12-2012 06:00",0,0,26,1010,85.28,2.1,0
"01-06-2011 04:00",0,0,28,1000,87.63,2.6,0
"04-06-2013 00:00",0,0,28,1000,80.46,2,0
"23-02-2012 16:00",198,180,30,1000,34.59,3.8,273
"29-10-2014 04:00",0,0,26,1010,91.9,1.9,0
"03-09-2011 01:00",0,0,26,1000,85.03,3.8,0
"05-05-2014 02:00",0,0,28,1000,85.64,2.1,0
"17-08-2012 03:00",0,0,27,1000,85.92,2.9,0
"27-07-2014 03:00",0,0,27,1000,78.89,3.9,0
"15-07-2011 03:00",0,0,27,1000,69.73,4.4,0
"12-08-2011 01:00",0,0,27,1000,84.04,3.1,0
"25-07-2013 12:00",437,194,32,1000,51.01,4.1,630
"17-06-2014 04:00",0,0,28,1000,71.25,4.8,0
"10-07-2011 07:00",143,327,29,1000,79.17,2.1,267
"22-01-2012 16:00",111,535,26,1010,58.7,2.5,298
"02-02-2012 03:00",0,0,23,1010,82.72,3,0
"12-04-2014 15:00",204,576,32,1000,53.43,2.6,580
"11-09-2013 22:00",0,0,27,1000,89.7,1,0
"09-11-2014 15:00",184,410,26,1000,82.05,2.1,381
"22-02-2011 12:00",386,556,29,1010,68.59,2.7,897
"19-04-2012 06:00",55,44,29,1000,78.34,2.4,61
"11-05-2011 21:00",0,0,30,1000,71.09,4.2,0
"01-09-2013 08:00",140,628,30,1000,72.71,0.8,510
"28-05-2013 14:00",228,620,38,1000,31.63,0.5,735
"19-12-2012 20:00",0,0,24,1010,77.77,3.3,0
"11-03-2011 14:00",196,758,33,1000,32.39,2.2,805
"17-04-2011 11:00",221,753,33,1000,48.96,2.3,963
"21-12-2014 23:00",0,0,23,1010,78.78,3.7,0
"08-03-2011 14:00",195,752,35,1000,24.48,2.5,796
"29-12-2013 06:00",0,0,23,1010,77.38,2.7,0
"18-01-2013 23:00",0,0,25,1010,72.74,1.7,0
"03-09-2013 17:00",73,126,28,1000,88.52,1.8,97
"20-03-2012 13:00",249,726,40,1000,21.93,2.8,920
"10-01-2013 16:00",149,318,27,1010,56.51,3.3,252
"25-10-2013 03:00",0,0,26,1000,94.3,3.4,0
"11-01-2011 06:00",0,0,23,1010,90.48,3.1,0
"02-09-2014 01:00",0,0,26,1000,88.03,4.1,0
"10-05-2011 22:00",0,0,29,1000,77.94,4.1,0
"23-08-2013 19:00",0,0,29,1000,76.91,3.4,0
"30-04-2014 09:00",223,634,31,1010,70.99,1.6,724
"13-01-2013 12:00",279,660,31,1010,34.86,2.4,823
"30-04-2012 08:00",158,611,30,1000,83.72,2,531
"08-10-2013 05:00",0,0,26,1000,93.78,2,0
"09-11-2014 04:00",0,0,24,1010,84.33,2.5,0
"24-08-2011 08:00",259,267,29,1000,83.78,1.7,416
"28-09-2013 00:00",0,0,28,1000,86.96,2.1,0
"03-07-2013 08:00",217,427,29,1000,65.76,3.8,470
"20-08-2012 12:00",219,738,37,1000,36.72,0.3,955
"09-10-2011 09:00",194,673,30,1010,77.24,0.2,701
"15-07-2011 18:00",1,0,32,1000,57.59,4.5,1
"10-02-2014 04:00",0,0,23,1000,86.28,2.1,0
"12-03-2012 09:00",352,210,31,1010,57.14,1.9,501
"09-10-2014 00:00",0,0,28,1000,88.89,0.7,0
"08-04-2013 23:00",0,0,27,1000,91.27,2.6,0
"27-08-2014 06:00",42,21,26,1000,86.02,3.1,45
"04-11-2013 00:00",0,0,27,1010,85.85,2.6,0
"10-12-2012 03:00",0,0,25,1000,86.76,0.9,0
"23-09-2011 14:00",178,721,33,1000,54.14,1.6,738
"08-07-2014 06:00",47,0,27,1000,80.14,2.9,47
"22-12-2012 05:00",0,0,22,1010,89.59,3.6,0
"04-07-2012 08:00",162,567,29,1000,61.03,3.8,498
"06-06-2014 08:00",265,245,32,1000,72.92,2.4,415
"27-03-2012 00:00",0,0,26,1010,83.42,1.6,0
"10-06-2013 18:00",0,0,33,1000,56.31,2.8,0
"24-08-2011 15:00",300,167,30,1000,76.74,1.3,411
"28-05-2011 15:00",279,309,32,1000,71.44,2,482
"26-12-2014 19:00",0,0,24,1010,75.47,3,0
"29-06-2011 09:00",196,645,34,1000,36.07,3.9,692
"25-08-2011 22:00",0,0,28,1000,85.27,2,0
"20-01-2012 09:00",153,735,28,1010,55.54,1.3,591
"08-01-2013 23:00",0,0,24,1010,82.99,3,0
"30-01-2012 16:00",154,401,27,1010,56.6,3.4,302
"06-11-2011 06:00",35,31,27,1010,87.5,2.4,38
"13-01-2014 17:00",30,0,25,1010,74.28,3,30
"28-05-2013 15:00",202,540,37,1000,33.29,0.9,556
"03-02-2013 02:00",0,0,24,1010,85.72,1.4,0
"07-08-2011 11:00",215,704,33,1000,53.86,3.7,906
"25-10-2012 10:00",254,646,30,1010,75.06,2.1,799
"13-04-2014 20:00",0,0,28,1000,80.25,2.7,0
"01-01-2012 19:00",0,0,25,1010,90.09,3.1,0
"07-12-2012 14:00",187,634,28,1010,70.46,1.9,585
"04-05-2011 00:00",0,0,29,1000,89.46,3.3,0
"28-02-2013 11:00",204,802,35,1010,29.69,2.2,934
"15-11-2014 18:00",0,0,26,1010,80.89,2.9,0
"05-02-2014 23:00",0,0,24,1000,75.06,2,0
"15-12-2012 04:00",0,0,24,1010,84.96,3,0
"14-12-2012 20:00",0,0,24,1010,85.53,2.8,0
"23-08-2013 12:00",274,672,33,1000,58.69,2.2,944
"22-12-2011 05:00",0,0,23,1010,80.23,2.7,0
"10-05-2012 09:00",272,532,32,1000,69.75,1.1,693
"14-01-2014 08:00",141,492,26,1010,71.13,1.5,344
"11-05-2011 11:00",259,698,38,1000,39.7,2.2,947
"09-05-2014 04:00",0,0,27,1000,93.27,3.2,0
"25-07-2014 12:00",217,730,39,1000,32.5,4.1,941
"08-02-2012 20:00",0,0,25,1010,73.99,2.4,0
"10-04-2014 11:00",252,713,34,1000,51.82,0.6,952
"13-09-2013 20:00",0,0,27,1000,89.03,0.9,0
"20-03-2012 14:00",234,679,39,1000,23.94,3.1,787
"20-11-2011 08:00",188,445,27,1010,63.01,3.1,411
"15-06-2014 23:00",0,0,30,1000,75,2.7,0
"31-10-2014 03:00",0,0,25,1000,90.12,3.3,0
"17-05-2012 04:00",0,0,28,1000,85.96,3,0
"17-02-2014 04:00",0,0,24,1010,92.91,2.1,0
"03-02-2012 16:00",154,405,27,1010,51.68,3.7,307
"30-06-2012 15:00",297,176,34,990,45.88,2.8,416
"11-03-2013 06:00",8,0,26,1010,86.13,1.7,8
"21-02-2011 23:00",0,0,25,1010,91.62,2.2,0
"05-01-2012 23:00",0,0,25,1010,92.01,1.4,0
"16-01-2013 16:00",156,330,27,1010,55.11,3.1,267
"03-01-2013 07:00",90,185,25,1010,78.48,1.7,129
"22-07-2013 03:00",0,0,25,1000,79.59,4,0
"01-05-2011 22:00",0,0,28,1000,89.72,2,0
"15-11-2014 20:00",0,0,26,1010,81.84,2.9,0
"09-12-2013 22:00",0,0,23,1000,80.47,2.6,0
"11-04-2011 12:00",224,767,35,1000,41.49,1.7,986
"23-02-2012 23:00",0,0,26,1010,84.34,0.6,0
"07-04-2014 10:00",259,682,37,1010,35.7,2.2,874
"24-07-2014 19:00",0,0,32,1000,59.06,4.5,0
"02-10-2011 18:00",0,0,30,1000,81.41,0.4,0
"09-07-2014 18:00",1,0,28,1000,75.87,4.1,1
"05-02-2012 22:00",0,0,23,1010,82.23,2.7,0
"18-03-2014 13:00",227,776,37,1000,19.95,2.9,943
"01-06-2011 15:00",291,289,33,1000,63.87,2.1,481
"20-01-2012 06:00",0,0,24,1010,86.25,1.3,0
"14-08-2012 19:00",0,0,30,1000,67.96,2.8,0
"06-02-2011 12:00",218,783,29,1010,58.64,2.8,904
"23-05-2013 15:00",203,541,36,1000,42.18,3.4,556
"09-01-2012 07:00",83,81,25,1010,83.44,0.6,100
"04-04-2011 00:00",0,0,27,1000,86.72,3.7,0
"02-06-2013 11:00",273,663,32,1000,64.87,2.2,920
"04-02-2011 16:00",158,396,25,1010,63.37,3.1,309
"13-03-2012 10:00",236,676,32,1010,53.46,2.1,815
"24-01-2011 22:00",0,0,24,1010,82.61,2.5,0
"28-08-2012 16:00",190,134,33,1000,47.31,3.3,250
"19-12-2014 12:00",392,126,27,1010,75.06,4.4,493
"11-11-2014 08:00",185,485,28,1010,71.01,1.1,438
"16-09-2012 06:00",47,69,26,1000,81.49,2.9,56
"02-12-2014 21:00",0,0,25,1010,79.97,2,0
"14-10-2012 11:00",270,591,29,1010,79.34,0.7,818
"15-10-2013 11:00",209,747,31,1000,78.32,0.8,900
"30-12-2011 10:00",146,0,27,1010,87.48,5.4,146
"31-07-2012 15:00",302,57,36,1000,35.81,3,341
"06-04-2014 02:00",0,0,26,1010,91.74,2.2,0
"28-04-2012 15:00",164,633,32,1000,64.12,2.3,577
"08-04-2011 14:00",206,708,34,1000,43.84,3,788
"31-10-2012 03:00",0,0,26,1000,90.45,4.2,0
"03-08-2013 19:00",0,0,30,1000,65.64,2.3,0
"17-06-2011 13:00",409,125,35,1000,43.28,4.5,526
"22-11-2013 16:00",96,303,28,1000,82.74,1.8,174
"15-07-2011 12:00",306,508,35,1000,41.68,3.9,808
"21-09-2014 06:00",45,53,27,1000,89.19,1.4,52
"28-05-2011 10:00",272,549,33,1000,59.03,3,772
"12-05-2013 16:00",198,234,35,1000,51.4,2.7,303
"20-06-2014 11:00",260,615,35,1000,45.97,3.7,857
"18-04-2013 16:00",186,326,33,1000,48.2,3.3,330
"29-10-2012 03:00",0,0,26,1000,88.45,3.8,0
"12-03-2012 18:00",0,0,28,1010,68.35,3.4,0
"08-05-2014 19:00",0,0,28,1000,86.7,3.2,0
"17-02-2012 11:00",277,693,33,1010,37.35,1.8,887
"18-07-2012 22:00",0,0,29,1000,72.36,3.1,0
"21-03-2014 08:00",219,405,33,1010,51.48,1.6,437
"24-04-2012 21:00",0,0,28,1000,82.79,2.9,0
"08-06-2012 00:00",0,0,30,1000,55.09,5.2,0
"16-09-2013 06:00",43,15,26,1000,90.62,2.4,45
"15-12-2012 07:00",107,111,26,1010,75.38,3.6,134
"24-02-2013 22:00",0,0,25,1010,81.66,1.6,0
"15-04-2013 20:00",0,0,29,1000,73.09,3.8,0
"17-10-2013 20:00",0,0,27,1010,84.05,1.9,0
"25-11-2013 15:00",179,384,28,1000,74.32,2.2,357
"11-03-2012 07:00",120,242,29,1000,60.77,1,189
"02-12-2012 03:00",0,0,23,1010,85.44,3,0
"06-07-2014 04:00",0,0,27,1000,81.62,3.1,0
"22-05-2013 21:00",0,0,30,1000,74.97,4.5,0
"04-10-2012 11:00",213,757,34,1000,56.76,1.2,930
"03-05-2013 01:00",0,0,28,1000,90.47,3.7,0
"03-11-2011 11:00",144,0,29,1000,81.42,2.9,144
"18-06-2014 14:00",260,530,36,990,43.62,3.7,696
"15-03-2012 15:00",205,582,34,1000,40.86,2.9,579
"04-04-2013 17:00",77,33,32,1000,42.08,3.7,84
"22-10-2014 21:00",0,0,27,1010,86.32,1.8,0
"08-11-2011 18:00",0,0,27,1010,70.32,2.1,0
"10-01-2012 08:00",122,576,26,1010,75,1.4,360
"03-12-2014 15:00",161,524,27,1000,64.59,2.3,402
"07-05-2012 21:00",0,0,29,1000,80.11,2.5,0
"04-01-2014 14:00",350,149,27,1010,60.14,3.5,448
"01-01-2014 15:00",240,164,26,1010,61.48,3,322
"24-06-2014 21:00",0,0,31,1000,71.64,3.1,0
"04-09-2013 08:00",227,355,28,1010,83.31,1.3,437
"28-11-2014 06:00",10,0,25,1010,82.21,3.1,10
"31-05-2013 18:00",0,0,29,1000,82.04,2.8,0
"29-06-2014 08:00",187,506,31,1000,75.29,2.9,488
"01-04-2012 13:00",203,787,36,1000,30.36,2.9,939
"10-10-2011 19:00",0,0,28,1010,82.44,1.7,0
"20-12-2013 04:00",0,0,23,1010,81.49,1.6,0
"20-02-2014 04:00",0,0,24,1010,85.02,2.1,0
"22-02-2012 14:00",191,767,34,1000,27.86,1.9,785
"05-04-2012 04:00",0,0,26,1000,86.34,2.8,0
"25-08-2014 15:00",306,193,30,1000,76.24,1.2,434
"03-03-2013 10:00",245,708,34,1010,28.51,3.3,833
"20-08-2011 21:00",0,0,28,1000,80.54,1.8,0
"23-04-2011 02:00",0,0,26,1000,90.42,1.7,0
"05-01-2011 00:00",0,0,24,1000,83.08,3,0
"14-01-2012 04:00",0,0,23,1010,81.72,2.3,0
"28-12-2013 14:00",198,650,28,1010,56.89,2.1,617
"29-01-2011 00:00",0,0,24,1010,86.55,2.3,0
"18-04-2011 10:00",213,728,33,1000,55.63,1.5,877
"09-04-2013 12:00",249,738,37,1000,36,3.6,982
"29-10-2011 16:00",39,0,27,1000,82.77,2.9,39
"10-01-2012 13:00",242,605,30,1010,63.51,1.6,710
"02-09-2014 04:00",0,0,26,1000,85.45,3.6,0
"16-08-2014 06:00",46,26,26,1000,87.92,2.5,50
"25-05-2011 06:00",67,37,29,1000,93.09,1.8,74
"05-01-2012 08:00",143,484,28,1010,75.53,0.9,345
"13-01-2013 09:00",196,598,29,1010,44.92,2.3,551
"15-12-2013 21:00",0,0,23,1010,74.57,2.9,0
"04-01-2014 23:00",0,0,23,1010,81.62,2.7,0
"14-01-2011 10:00",197,720,28,1010,62.89,2.6,720
"20-11-2012 20:00",0,0,26,1010,84.48,3,0
"12-01-2014 15:00",166,591,27,1010,62.85,2.5,473
"26-07-2014 14:00",278,514,34,1000,50.58,2.3,710
"23-12-2011 00:00",0,0,22,1010,79.72,3.2,0
"20-07-2014 19:00",0,0,30,1000,69.97,3.6,0
"02-05-2011 18:00",0,0,31,1000,70.74,2.3,0
"20-12-2012 00:00",0,0,24,1010,80.78,3,0
"22-12-2012 14:00",296,307,28,1010,57.31,4.2,492
"18-10-2011 12:00",386,399,31,1000,66.42,1.8,750
"22-02-2012 10:00",198,771,34,1010,31.96,1,818
"13-11-2013 02:00",0,0,25,1000,82.83,3.1,0
"26-01-2014 03:00",0,0,23,1010,81.4,2.8,0
"03-07-2013 18:00",1,0,32,1000,55.72,2.8,1
"22-03-2013 06:00",17,0,26,1000,77.42,1.9,17
"12-06-2014 12:00",283,555,34,1000,59.7,2.8,828
"16-10-2012 20:00",0,0,27,1010,85.02,2.3,0
"13-07-2014 16:00",148,477,33,1000,61.83,3.6,379
"20-11-2014 20:00",0,0,26,1010,81.33,2.8,0
"24-01-2011 20:00",0,0,23,1010,80.95,2.8,0
"01-07-2011 08:00",268,183,31,1000,63.47,1.8,377
"20-05-2012 05:00",0,0,28,1000,91.26,3.2,0
"10-08-2012 06:00",41,5,27,1000,75.55,3.3,42
"14-10-2012 16:00",132,126,28,1000,84.04,1.6,172
"25-04-2014 03:00",0,0,28,1000,83.15,3.2,0
"06-09-2011 19:00",0,0,29,1000,78.45,2.8,0
"07-05-2013 08:00",253,377,32,1000,64.01,2.2,485
"18-08-2011 09:00",186,645,29,1000,83.61,2.1,683
"07-01-2012 20:00",0,0,24,1010,88.06,2.1,0
"30-06-2012 23:00",0,0,28,1000,69.47,5.3,0
"16-04-2014 23:00",0,0,27,1000,78.57,3.1,0
"14-07-2013 05:00",0,0,27,1000,76.49,3.6,0
"27-12-2012 19:00",0,0,25,1010,79.88,4.1,0
"07-05-2012 18:00",0,0,30,1000,74.16,2.1,0
"01-12-2012 12:00",228,712,29,1010,53.69,2.6,806
"28-05-2011 17:00",94,73,31,1000,76.25,0.8,111
"20-03-2011 19:00",0,0,27,1000,74.49,3.4,0
"01-08-2013 04:00",0,0,27,1000,66.69,5,0
"03-04-2013 01:00",0,0,27,1000,88.61,2.4,0
"09-05-2011 14:00",235,628,38,1000,39.78,2.6,750
"17-08-2012 05:00",0,0,27,1000,87.12,3,0
"24-05-2012 02:00",0,0,28,1000,82.16,2.6,0
"19-02-2012 07:00",99,243,26,1010,66.87,1.9,155
"02-03-2011 21:00",0,0,25,1010,74.69,2.3,0
"01-01-2012 17:00",22,0,26,1010,86.57,3.2,22
"01-06-2012 09:00",204,642,36,1000,40.12,4.4,708
"01-05-2014 09:00",337,344,35,1000,42.77,2.5,609
"02-06-2011 10:00",212,696,33,1000,60.98,4,844
"18-12-2012 21:00",0,0,24,1010,77.47,3.6,0
"01-04-2012 08:00",192,510,31,1010,57.89,2.2,481
"14-10-2014 10:00",208,719,30,1000,83.01,1.5,832
"16-08-2012 13:00",375,368,33,1000,57.2,1,724
"24-11-2012 05:00",0,0,26,1010,82.98,1.3,0
"16-09-2013 23:00",0,0,27,1000,89.39,2.5,0
"23-10-2012 08:00",256,49,29,1010,74.61,2.5,284
"28-12-2013 10:00",267,588,28,1010,56.34,1.8,691
"02-08-2012 02:00",0,0,28,1000,65.37,4.1,0
"24-10-2014 05:00",0,0,27,1010,92.99,0.7,0
"14-10-2013 16:00",126,268,30,1000,76.14,0.6,211
"02-05-2012 06:00",52,22,28,1000,88.32,1.9,56
"26-03-2013 13:00",217,774,40,1000,21.86,1.7,937
"10-12-2012 10:00",206,706,29,1010,56.71,0.9,727
"23-04-2014 18:00",0,0,31,1000,56.9,2.5,0
"19-09-2014 07:00",156,48,27,1000,88.08,2.2,174
"27-03-2014 10:00",221,756,36,1010,24.55,1.2,890
"29-04-2014 13:00",246,702,33,1000,58.27,3.7,904
"17-05-2014 01:00",0,0,28,1000,90.22,2.6,0
"02-03-2014 18:00",0,0,26,1010,68.04,3,0
"01-04-2014 13:00",253,728,39,1000,16.94,3,933
"12-10-2012 02:00",0,0,27,1000,89.8,1.9,0
"07-07-2011 00:00",0,0,28,1000,74.65,3.1,0
"02-12-2012 17:00",1,0,26,1010,72.46,3.8,1
"18-08-2012 11:00",393,370,34,1000,52.54,3.7,757
"15-08-2012 14:00",359,272,34,1000,50.5,0.3,587
"12-02-2013 12:00",202,784,33,1010,31.71,3.9,902
"08-11-2011 20:00",0,0,27,1010,72.44,1.8,0
"03-07-2012 02:00",0,0,26,1000,73.35,4.8,0
"23-12-2011 13:00",376,145,26,1010,63.13,2.7,485
"18-01-2012 11:00",177,836,29,1000,46.25,0.7,856
"06-08-2013 22:00",0,0,28,1000,77.19,1.6,0
"23-11-2011 08:00",155,537,27,1010,71.19,3,420
"29-05-2013 23:00",0,0,29,1000,76.42,4.4,0
"24-06-2014 06:00",65,66,29,1000,71.07,3.5,76
"19-06-2011 04:00",0,0,26,1000,69.92,4.2,0
"28-03-2011 13:00",205,776,36,1000,36.4,2.6,928
"19-08-2014 12:00",201,758,31,1000,67.29,2,957
"29-04-2012 01:00",0,0,28,1000,87.91,3.1,0
"06-06-2011 09:00",197,645,31,1000,65.7,2.6,701
"11-08-2014 11:00",199,750,31,1000,62.17,2.6,935
"18-06-2014 12:00",381,388,37,1000,42.43,4,762
"15-03-2012 19:00",0,0,28,1010,69.48,3,0
"18-03-2011 04:00",0,0,26,1000,87.19,1.1,0
"25-10-2012 01:00",0,0,26,1000,92.59,2.1,0
"27-05-2012 03:00",0,0,27,1000,77.81,4.5,0
"16-04-2011 14:00",204,701,35,1000,38.54,3,781
"28-08-2014 09:00",335,243,28,1000,80.33,3.2,523
"02-06-2012 06:00",57,0,29,1000,69.69,2.9,57
"26-05-2012 06:00",73,39,29,1000,71.69,3.3,80
"14-12-2013 11:00",266,625,28,1010,71.22,3,764
"12-06-2012 08:00",186,515,35,1000,40.09,3.5,499
"01-10-2013 19:00",0,0,28,1000,82.95,2.6,0
"07-05-2011 21:00",0,0,29,1000,80.21,4.4,0
"08-03-2011 23:00",0,0,26,1010,74.41,2.5,0
"19-08-2011 00:00",0,0,27,1000,90.73,1.2,0
"20-06-2013 03:00",0,0,28,1000,68.96,4.5,0
"31-08-2014 15:00",225,24,32,990,64.89,4.2,241
"07-10-2013 14:00",187,671,30,1000,76.24,2.3,683
"16-12-2013 04:00",0,0,22,1010,78.91,3.2,0
"09-09-2012 03:00",0,0,26,1000,89.37,2.5,0
"30-11-2011 01:00",0,0,26,1000,86.53,2.6,0
"18-07-2011 18:00",1,0,31,1000,60.55,4.1,1
"05-04-2013 21:00",0,0,30,1000,67.44,4,0
"10-12-2014 08:00",133,0,27,1010,82.8,2.1,133
"02-07-2014 18:00",1,0,32,1000,62.86,2.8,1
"08-05-2011 13:00",252,678,39,1000,33.95,1.1,887
"09-02-2012 12:00",433,156,33,1000,34.34,1,571
"25-09-2012 16:00",163,151,29,1000,78.85,1.8,219
"19-09-2014 10:00",186,752,32,1000,68.55,2.4,864
"06-03-2012 15:00",211,599,35,1000,25.38,1.9,591
"08-03-2014 03:00",0,0,25,1010,90.01,1.9,0
"19-11-2012 22:00",0,0,26,1010,88.12,2.6,0
"07-05-2013 13:00",258,584,33,1000,56.56,2.3,805
"17-02-2013 12:00",201,777,30,1000,67.1,2,906
"12-02-2011 05:00",0,0,24,1010,87.52,1.3,0
"30-03-2013 14:00",203,732,37,1000,33.92,3.3,804
"13-04-2012 14:00",189,737,33,1000,51.71,2.3,795
"08-04-2013 05:00",0,0,27,1000,94.58,2.8,0
"07-10-2011 07:00",142,335,28,1010,90.29,1.2,264
"02-12-2013 14:00",307,100,28,1000,76.14,3.2,370
"15-08-2013 20:00",0,0,26,1000,91.25,2.5,0
"06-01-2013 18:00",0,0,25,1010,79.35,3.3,0
"28-11-2012 15:00",176,398,28,1000,60.86,2.9,360
"13-11-2013 17:00",1,0,26,1000,78.13,3.1,1
"16-12-2013 23:00",0,0,23,1010,80.27,2.9,0
"16-08-2012 00:00",0,0,29,1000,75.29,2.2,0
"18-04-2014 05:00",0,0,27,1000,88.77,2.1,0
"28-11-2014 20:00",0,0,25,1010,81.52,2.9,0
"25-06-2013 10:00",191,697,36,1000,40.37,3.9,817
"11-08-2012 21:00",0,0,29,1000,72.2,4.2,0
"03-08-2011 07:00",135,11,27,1000,78.24,3.1,140
"26-03-2011 00:00",0,0,26,1000,81.53,2.5,0
"26-06-2012 04:00",0,0,28,1000,75.78,2.9,0
"21-02-2014 08:00",155,526,29,1010,49.8,1.2,400
"02-04-2013 09:00",218,641,34,1010,51.45,2.9,703
"02-09-2013 16:00",118,532,29,1000,81.59,1.5,349
"07-05-2012 16:00",195,265,32,1000,61.11,1.5,313
"23-07-2011 06:00",41,0,28,1000,73.24,3.3,41
"05-11-2011 01:00",0,0,26,1000,89.36,2.3,0
"15-02-2013 21:00",0,0,26,1010,77.07,2.4,0
"11-12-2013 02:00",0,0,23,1000,76.1,3.3,0
"15-02-2014 04:00",0,0,24,1000,84.26,1.8,0
"19-04-2011 10:00",289,623,33,1000,58.35,2.5,858
"06-08-2013 00:00",0,0,27,1000,83.19,2.6,0
"08-03-2014 23:00",0,0,25,1010,80.2,2.1,0
"26-01-2013 12:00",224,762,31,1010,37.1,3,872
"28-10-2014 18:00",0,0,27,1000,86.5,2,0
"06-07-2013 13:00",361,131,34,1000,54.76,2.5,484
"10-11-2011 02:00",0,0,27,1000,78.86,1.3,0
"29-10-2011 12:00",255,640,29,1000,80.29,3.4,821
"14-09-2014 16:00",161,28,30,1000,76.66,0.6,173
"25-10-2013 07:00",105,0,27,1000,94.71,3.4,105
"29-04-2011 19:00",0,0,29,1000,84.78,2.1,0
"24-04-2013 15:00",197,573,30,1000,67.4,2.5,571
"19-04-2013 18:00",0,0,30,1000,71.87,3.4,0
"19-02-2013 00:00",0,0,25,1000,93.39,2.3,0
"07-05-2014 16:00",189,231,29,1000,78.1,2.8,292
"26-08-2012 07:00",130,6,28,1000,83.67,2.2,133
"31-01-2012 00:00",0,0,24,1010,79.61,2.8,0
"12-07-2012 19:00",0,0,31,1000,70.13,1.1,0
"21-04-2011 09:00",363,123,30,1000,77.13,2.4,460
"03-08-2013 22:00",0,0,29,1000,70.42,3.5,0
"06-01-2012 15:00",138,657,28,1010,65.02,1.8,470
"20-09-2013 07:00",147,31,26,1000,84.09,3.7,159
"28-12-2013 01:00",0,0,25,1010,75.01,2,0
"03-08-2013 10:00",258,634,35,1000,43.68,3.5,830
"16-01-2012 01:00",0,0,23,1000,80.25,1.9,0
"24-10-2012 00:00",0,0,27,1000,91.68,2.1,0
"02-03-2012 00:00",0,0,25,1000,88.51,3.3,0
"28-11-2014 17:00",1,0,26,1000,78.94,3,1
"04-08-2014 21:00",0,0,29,1000,71.02,4.2,0
"25-12-2012 16:00",125,106,27,1000,64.57,4,156
"23-01-2013 19:00",0,0,24,1010,74.32,3.5,0
"23-02-2011 20:00",0,0,26,1010,75.25,2.2,0
"01-02-2011 17:00",61,55,25,1010,76.96,3.5,69
"16-06-2011 13:00",201,694,36,1000,42.37,4.7,847
"21-01-2013 08:00",155,490,27,1010,58.08,2,359
"21-07-2011 05:00",0,0,27,1000,74.45,3.3,0
"09-06-2014 04:00",0,0,27,990,80,3.8,0
"18-08-2011 19:00",0,0,29,1000,86.33,0.5,0
"08-01-2011 02:00",0,0,24,1000,90.11,4,0
"22-06-2012 08:00",230,24,31,1000,47.77,3.3,245
"24-12-2013 04:00",0,0,23,1010,78.22,2.9,0
"19-07-2014 02:00",0,0,28,1000,72.62,4.6,0
"30-04-2011 04:00",0,0,28,1000,94.85,1,0
"27-04-2014 01:00",0,0,28,1000,87.27,2.7,0
"26-11-2013 10:00",200,701,30,1000,68.46,2.1,736
"19-04-2014 03:00",0,0,27,1000,89.23,1.7,0
"28-10-2014 15:00",221,327,29,1000,79.07,1.7,386
"27-04-2012 04:00",0,0,28,1000,91.72,0.9,0
"09-05-2014 09:00",341,312,29,1000,82.41,3.7,588
"08-04-2014 01:00",0,0,27,1010,90.14,2.5,0
"16-04-2012 06:00",42,6,27,1000,85.67,2.7,43
"06-01-2014 14:00",295,365,28,1000,62.64,2.9,537
"29-08-2013 06:00",34,0,27,1000,94.04,2,34
"12-01-2011 06:00",0,0,24,1010,86.2,2.5,0
"03-06-2011 22:00",0,0,29,1000,82.59,3.7,0
"04-04-2014 10:00",246,705,39,1010,21.09,1.7,879
"09-10-2014 19:00",0,0,29,1000,82.98,1,0
"25-12-2011 17:00",6,0,23,1010,71.57,4.1,6
"06-01-2013 05:00",0,0,25,1010,92.72,1.4,0
"17-06-2012 08:00",252,305,30,1000,61.79,2.6,436
"03-07-2012 09:00",313,336,30,1000,61.95,4.1,571
"03-12-2012 16:00",43,0,27,1000,89.25,4.2,43
"18-02-2013 12:00",295,32,28,1000,73.83,2.5,325
"22-06-2014 12:00",259,669,37,1000,38.5,3.3,915
"17-07-2011 03:00",0,0,26,1000,78.92,4.4,0
"31-12-2013 03:00",0,0,24,1010,77.15,2.1,0
"06-11-2012 00:00",0,0,25,1000,89.62,3,0
"26-09-2014 13:00",187,759,31,1000,69.63,2,867
"03-06-2014 06:00",63,19,28,1000,92.58,1.7,67
"06-07-2012 14:00",204,645,38,990,33.61,0.5,741
"03-06-2011 18:00",0,0,29,1000,77.99,3.4,0
"15-10-2012 08:00",165,578,27,1010,88.65,0.9,494
"15-10-2011 10:00",208,718,30,1000,77.78,0.3,829
"06-07-2012 21:00",0,0,30,1000,75.2,2.6,0
"01-03-2012 18:00",0,0,28,1000,65.77,3.7,0
"23-11-2013 21:00",0,0,26,1010,87.94,2.2,0
"04-01-2013 04:00",0,0,24,1010,89.91,1.5,0
"14-08-2011 05:00",0,0,26,1000,84.32,2.5,0
"14-06-2012 16:00",150,449,34,1000,46.85,3.2,360
"26-03-2011 21:00",0,0,27,1010,83.16,2.6,0
"07-08-2014 20:00",0,0,29,1000,75.92,3.1,0
"11-01-2013 10:00",278,522,30,1010,50.52,2.3,657
"22-03-2014 18:00",0,0,29,1000,55.91,3.6,0
"15-04-2013 09:00",261,532,32,1000,62.45,2.9,674
"01-03-2013 01:00",0,0,24,1010,84.25,2.2,0
